Phase,Arabinose,IPTG,eno,lhgO,yibQ,ycaC,dksA,ligB,glnL,tyrR
log phase,off,off,204.078229,5.19735827,0.307623491,80.21671682,70.58168325,0.119639666,1.723756912,7.231201408
log phase,off,off,197.0830183,4.440164904,0.306431561,58.88177753,97.78516464,0.188237131,1.702547224,7.542930741
log phase,off,off,196.6646018,5.131636272,0.40645364,40.50975683,89.36198381,0.21931304,1.807855573,9.684103135
log phase,off,off,202.7366352,5.328731728,0.22261307,89.90680316,70.17735989,0.125413054,1.917220708,7.2581036
log phase,on,off,159.4902248,2.893357893,0.337115663,59.78215151,77.0381107,0.18084806,1.464045166,10.09910328
log phase,on,off,190.6163555,4.619491023,0.4608596,33.45825994,111.1722719,0.284785492,1.93122118,10.71154867
log phase,on,off,197.3012908,3.923504973,0.589823965,34.98136519,93.01591716,0.212692888,1.83474962,11.3749315
log phase,on,off,157.4757472,2.72250557,0.431696064,60.17916105,79.28938042,0.269257178,1.667303571,10.21288744
log phase,off,on,194.6490081,4.67504881,0.336583529,78.17037299,84.85035945,0.142876729,1.570872232,7.570464393
log phase,off,on,193.2879109,3.496403024,0.328453342,62.55655458,88.75648969,0.204081017,2.037751349,8.566442929
log phase,off,on,204.3566166,4.143989912,0.328014172,64.7490558,84.80892725,0.168392302,1.926848962,7.497102116
log phase,on,on,184.9859213,2.555584557,0.478929486,59.71723634,101.052321,0.256112024,1.696778749,10.38789802
log phase,on,on,168.9402778,4.069512563,0.639135079,47.46113126,113.4745088,0.182284515,2.386104297,9.417087552
log phase,on,on,186.5536742,3.826574798,0.497962786,44.30125736,97.41862544,0.239194058,1.739649841,10.76896788
log phase,on,on,187.780719,3.263762736,0.601210475,50.60615818,95.5962626,0.307271065,1.754572649,10.57007552
stationary phase,off,off,129.1366214,21.4504745,0.651259713,17.79518628,46.61648475,0.057151545,1.786312357,3.337194341
stationary phase,off,off,125.3908403,21.3339633,0.729903906,15.67965242,50.24346505,0.15770624,1.567239556,2.884846001
stationary phase,off,off,135.8908126,22.12458575,0.873666952,18.51038003,43.66571421,0.169056225,1.531586397,2.742048499
stationary phase,on,off,74.116427,7.251912135,0.459465511,8.05813372,28.40332253,0.440777156,0.439177424,9.192560782
stationary phase,on,off,59.69681977,7.298255029,0.312888028,5.788678032,31.34369545,0.386694651,0.476781757,8.733268955
stationary phase,on,off,60.05670583,8.532408989,0.396024513,6.742648934,33.24938438,0.388541697,0.564844105,10.47353856
stationary phase,on,off,65.86570339,6.406036758,0.306533207,7.257901768,27.77236949,0.530793432,0.615568726,11.31395494
stationary phase,off,on,119.1833444,24.7832756,0.919441066,14.61901142,42.6144183,0.129097443,1.732994853,3.337617852
stationary phase,off,on,103.6261415,26.40939038,1.197573552,14.94487014,43.34850277,0.198321651,1.754233701,3.21477424
stationary phase,off,on,111.7536275,23.83012604,0.844516029,13.48454848,49.65500258,0.213333308,1.720744496,2.996881782
stationary phase,off,on,126.7238678,23.72003645,0.957564671,16.11925984,39.66893644,0.17903368,1.833660348,3.298692305
stationary phase,on,on,58.63207748,10.57663008,0.739734544,6.908908277,31.84751879,0.780611141,0.574879417,13.17130456
stationary phase,on,on,51.30494924,7.998024247,0.338216213,5.159250691,31.01304226,0.535894179,0.641358153,17.54688526
stationary phase,on,on,48.71245958,7.907605304,0.252383077,4.05745042,35.59929714,0.467875935,0.769167472,16.81244464
stationary phase,on,on,58.71797544,8.691308015,0.288637988,7.023590145,29.60167037,0.687968314,0.702156086,15.32877899
log phase,off,off,223.8638937,4.097735907,0.361112977,44.88730931,99.65685737,0.170380542,1.532596591,10.89393041
log phase,off,off,146.3169339,4.236138724,0.446107341,33.73378141,136.3623633,0.235474224,1.960208972,7.971328569
log phase,off,off,198.4450813,3.586632542,0.327724416,63.21579238,69.98353679,0.174474793,1.987570556,8.290450089
log phase,off,off,213.5059968,4.205043193,0.276200818,65.60980844,78.89894431,0.147700972,1.846599757,8.12840022
log phase,on,off,188.9346182,3.688860409,0.538031383,42.36901473,97.78956363,0.210128683,1.586534755,11.26797313
log phase,on,off,198.0575001,3.740986249,0.587926628,35.65692173,105.414213,0.212394171,1.791776392,11.36302291
log phase,on,off,201.1050389,4.300833609,0.530367221,41.92006848,85.78922425,0.196377018,1.769485828,12.06351001
log phase,on,off,187.6209683,3.671454429,0.371021747,49.93532392,84.38382559,0.242355647,1.783640031,10.61046754
log phase,off,on,207.8895401,4.324246215,0.478419219,45.62913768,89.7140953,0.153503493,1.658519961,9.472204131
log phase,off,on,210.4974501,3.249879014,0.23866299,53.1453376,117.981165,0.24674605,1.43197794,9.899406514
log phase,off,on,224.1169302,4.54923903,0.496529615,41.34843114,70.64077477,0.16678832,1.795703295,10.38998417
log phase,off,on,231.3533343,3.438939891,0.380686834,59.71329609,79.73915932,0.168608702,1.883600067,9.987605332
log phase,on,on,166.5699364,2.957636773,0.737243781,23.56785685,114.231632,0.197522236,2.119176928,9.760373974
log phase,on,on,152.7355254,2.565431097,0.427583468,53.37844505,97.88634971,0.273333829,1.786161483,10.4644069
log phase,on,on,194.5666327,3.823736419,0.549821737,39.68427114,81.55435252,0.211833624,1.741791166,11.35900405
log phase,on,on,181.7842116,3.223418177,0.532619488,42.90642743,88.6223746,0.303811473,1.700110726,11.55917725
stationary phase,off,off,151.0863382,19.95521089,0.922640587,21.74076729,43.5097877,0.142096518,1.644936361,2.860544825
stationary phase,off,off,136.2198069,18.30768611,0.750349848,24.44693431,47.34782256,0.185084127,1.520400001,2.887033313
stationary phase,off,off,114.0572028,20.86027948,0.800360429,17.47975038,52.67913527,0.198118345,1.325448645,2.632416651
stationary phase,off,off,117.5502726,21.88685304,0.64048636,19.89316486,55.01440734,0.28183357,1.455603287,2.426656492
stationary phase,on,off,63.60850644,5.460188985,0.409795434,7.832854839,27.27331239,0.346856925,0.447186906,11.86745355
stationary phase,on,off,65.17765563,7.317229496,0.31919127,7.152994455,27.32725263,0.529657853,0.716314955,11.4774873
stationary phase,on,off,53.90821398,6.881358643,0.348368781,6.99330419,32.31069515,0.518861801,0.849356267,9.060901808
stationary phase,on,off,62.3535185,8.828140101,0.34266649,6.878833957,32.54329709,0.575522249,0.661400718,7.478514669
stationary phase,off,on,133.914682,20.58102987,0.626331179,18.49951822,46.46238566,0.129914748,1.176526516,3.261264577
stationary phase,off,on,132.8616876,18.56010729,0.749757436,17.86716473,47.32184502,0.177842607,1.920736446,3.17037316
stationary phase,off,on,104.596596,20.03399783,0.727892474,12.98037353,64.94693837,0.122116804,1.663754226,3.078840219
stationary phase,off,on,106.6265033,21.67383785,0.612181718,14.54707792,52.78939615,0.181581173,1.500020118,3.658798128
stationary phase,on,on,67.1366105,7.573447938,0.247954217,6.501383285,31.64678816,0.459665571,0.651765369,11.9442537
stationary phase,on,on,67.78544967,8.104553187,0.32568147,7.401031437,27.40776469,0.376432659,0.56418805,12.53903672
stationary phase,on,on,51.75581344,6.746736751,0.177656228,6.310621226,34.82062068,0.364812789,0.568499929,12.61981361
log phase,off,off,205.5290715,3.946500845,0.431237908,54.28874888,84.43184306,0.136656893,1.845424445,9.042385881
log phase,off,off,153.0292909,4.591927643,0.40154053,30.75019157,120.0958415,0.251947,1.786664151,7.941232177
log phase,off,off,196.1792077,4.562706713,0.331765571,51.5651044,68.60965726,0.150423441,2.045523107,8.982131619
log phase,off,off,206.9695528,3.999874933,0.292414672,57.32595334,83.53448561,0.231472344,1.893278434,8.953791585
log phase,on,off,170.6595902,3.668769892,0.453423047,47.60045903,93.09179816,0.217405042,1.886540281,10.43642649
log phase,on,off,187.5071439,3.909942961,0.51368445,37.38911919,99.9417811,0.1803143,1.943646482,10.16483279
log phase,on,off,201.6860625,4.389832334,0.512634365,36.22653266,81.4318159,0.247193446,1.966583202,11.56835767
log phase,on,off,182.9821303,3.61178664,0.484056984,46.41876091,93.00330312,0.171479423,1.923999129,10.6998105
log phase,off,on,205.2418179,4.180035778,0.442481265,51.91215604,88.7990033,0.170367118,1.724412701,9.176751523
log phase,off,on,182.3535509,3.368302235,0.414346998,65.44068323,101.1878984,0.264388912,1.855632462,8.774985682
log phase,off,on,228.4414666,4.304596423,0.545629709,42.16127858,82.25843383,0.177847219,1.76869059,11.2715865
log phase,off,on,197.3543088,4.121549238,0.40878917,55.78039843,88.83559923,0.180913518,2.139397113,9.219010283
log phase,on,on,194.831647,4.186921023,0.486621459,28.16889398,106.458087,0.217377023,1.704598954,10.36617087
log phase,on,on,160.2641682,2.800714702,0.539515817,53.03829476,100.461566,0.222849978,1.462805447,10.21554705
log phase,on,on,191.4193273,3.548814922,0.492813947,34.90021756,78.42997716,0.185031794,1.659704693,11.47625643
log phase,on,on,197.8274534,4.217026591,0.574678559,32.03601747,101.9683239,0.196681432,1.843747939,10.92844689
stationary phase,off,off,136.21372,23.15939818,0.736415142,20.81090064,45.18156059,0.132018401,1.327350721,2.803207833
stationary phase,off,off,138.2817877,20.29633286,0.691960996,21.81528187,44.03388159,0.304996582,1.265300108,2.95680539
stationary phase,off,off,116.3099777,21.6472041,0.573778678,18.73216019,55.83869914,0.200596536,1.793785506,2.558129613
stationary phase,off,off,142.1733388,23.78965562,0.613219863,20.29878003,42.91175322,0.1872098,1.36611073,2.758430777
stationary phase,on,off,68.76311351,8.417958368,0.313337227,7.614505951,26.16640706,0.559106237,0.763946002,11.20423649
stationary phase,on,off,61.25234411,9.651021168,0.354045614,6.703715349,31.37962175,0.43756083,0.852406963,8.206878346
stationary phase,on,off,61.55569328,6.357462652,0.339462669,6.553939071,27.99368656,0.651739987,0.620731737,13.18546845
stationary phase,off,on,125.304596,21.4052559,1.360340031,15.32953513,42.04166665,0.186228368,1.940233553,3.014979307
stationary phase,off,on,130.8021991,19.63519202,0.692404292,16.90166922,45.56332602,0.195596425,1.856962367,3.304860951
stationary phase,off,on,132.8093472,21.64124929,0.763839637,19.10208215,47.42981605,0.117124127,1.749673835,3.19073467
stationary phase,on,on,64.87243362,8.767960643,0.148591641,6.54087605,28.70164849,0.508548931,0.373601839,10.10654428
stationary phase,on,on,69.06770012,9.068594097,0.147662963,8.611853019,31.25650472,0.375199362,0.785490256,11.89243135
stationary phase,on,on,53.0341211,7.284060001,0.619663458,7.079261592,37.73173446,0.339867521,0.806243445,11.3064006
stationary phase,on,on,61.01565746,7.569997713,0.287602707,7.789615631,30.31572633,0.480840471,0.689113086,14.73167977
log phase,off,off,196.8830431,5.589218088,0.211697641,74.16102613,82.61407579,0.213332857,1.496803128,7.969276685
log phase,off,off,184.1589449,3.894724298,0.275102067,65.68853182,101.4637097,0.134503684,1.72472153,7.584804069
log phase,off,off,204.0657879,4.285727658,0.319666246,47.80208488,78.98809617,0.155327363,1.802308739,9.552672252
log phase,off,off,204.1089412,5.303022254,0.29476016,91.59079002,64.22104624,0.183419059,1.710068297,7.313638731
log phase,on,off,155.0457334,3.320382731,0.259007726,59.59220819,86.27204708,0.147740592,1.625648491,10.59891537
log phase,on,off,195.2444786,4.417671399,0.599602749,27.92075709,112.017319,0.133833676,1.632707113,10.69567143
log phase,on,off,191.826543,3.803551679,0.512597688,38.56563121,93.28933512,0.183521909,1.804842437,11.5462852
log phase,on,off,155.9209975,2.989293818,0.275451207,65.30122596,76.69405082,0.202827789,1.749150935,10.87540215
log phase,off,on,199.770244,4.761645426,0.299482693,77.89613527,91.27971591,0.173773227,1.784503771,7.705461051
log phase,off,on,189.6005029,4.205939734,0.590888816,70.07391334,125.6981663,0.260446861,1.473385099,9.397368646
log phase,off,on,191.2706373,3.680904198,0.314291319,66.71909569,87.9770632,0.239033208,2.101927129,8.750696476
log phase,off,on,199.2685414,4.254226865,0.395601901,68.69782391,89.51514301,0.254219232,1.735211521,7.974779395
log phase,on,on,175.2436552,3.149212102,0.563211113,53.81706553,114.8074278,0.310086937,1.840336039,9.997735687
log phase,on,on,166.2856661,3.348327008,0.590142635,44.02838833,109.1057963,0.183612682,2.256337556,9.569203535
log phase,on,on,167.2484534,3.462850648,0.652960592,46.49344815,93.37726194,0.2918206,1.877141497,10.42264347
log phase,on,on,183.1190865,3.121790708,0.48240735,52.05894735,99.72403055,0.308322976,1.471965147,9.863897139
stationary phase,off,off,133.4797006,24.10483944,0.752236074,19.62319544,43.38616798,0.170014005,1.71939674,2.765728109
stationary phase,off,off,142.1107784,18.82363488,0.614382527,22.29167327,44.35127053,0.15678023,1.433867192,2.732825823
stationary phase,off,off,118.5077523,22.37669315,0.862870223,17.09556469,53.18913713,0.305157669,1.120252084,2.771928624
stationary phase,off,off,137.1534038,23.27060696,0.69428191,18.70589724,46.83812288,0.150726059,1.383234577,2.935346016
stationary phase,on,off,73.72514761,8.898687269,0.261398939,7.931792063,28.76639036,0.528643454,0.890793266,9.431443838
stationary phase,on,off,71.57995708,9.647684606,0.398532284,8.786778779,27.43580145,0.621359901,0.728744748,8.634349251
stationary phase,on,off,61.25589773,8.844311,0.295976547,6.756350231,31.21207222,0.552527924,0.516613609,8.250071417
stationary phase,on,off,67.47783328,6.177307047,0.239360948,7.685727868,26.63565431,0.503224849,0.518973614,10.69526982
stationary phase,off,on,121.8106581,25.77966477,0.81130276,16.72271692,42.93411868,0.166408888,1.4759042,3.066872329
stationary phase,off,on,102.4627807,24.83740038,0.878063475,15.45089712,44.20456853,0.130658132,1.721949738,3.359151082
stationary phase,off,on,109.6977753,24.35602144,1.241073515,16.51151831,47.68969255,0.116841284,1.277909816,2.835560658
stationary phase,off,on,126.4542537,24.27069674,0.729793096,15.32108877,44.99898319,0.120081135,1.616772397,3.372644537
stationary phase,on,on,64.0908067,9.165316475,0.390177281,7.113944138,27.76922303,0.58592594,0.618823443,11.86054659
stationary phase,on,on,54.44368483,8.962845126,0.425986909,5.217830079,27.91335271,0.531534467,0.77894749,16.45933854
stationary phase,on,on,49.60652732,7.518072897,0.330554218,4.930507733,34.16662271,0.401432067,0.506951353,14.19304466
stationary phase,on,on,60.80830474,9.790742577,0.304691586,6.508973139,30.45388584,0.653815745,0.490822909,13.27838818
log phase,off,off,212.000927,4.318304403,0.34845086,53.04092011,83.8816252,0.16623551,1.714559244,9.253237693
log phase,off,off,151.3160174,4.538074637,0.522320118,34.59414669,131.4547281,0.212166979,1.76548722,8.154130829
log phase,off,off,205.4437059,3.929275508,0.331411047,59.16734295,75.52081859,0.176002916,1.880716877,9.103242924
log phase,off,off,205.4094357,4.17765075,0.299365176,60.80559911,81.70356193,0.159861254,1.764525684,8.521708939
log phase,on,off,144.437944,3.137589367,0.456359327,40.39287397,96.96576045,0.229686984,2.405282101,11.32280867
log phase,on,off,152.5874769,3.296934837,0.545850003,39.74461265,98.53572984,0.187803413,2.241822053,10.45378104
log phase,on,off,170.1137791,3.618102543,0.493280825,36.47425344,77.38977879,0.201854046,2.02459608,12.04035821
log phase,on,off,144.6627297,3.134372304,0.424948553,46.86818401,98.62262943,0.267185284,1.986772454,10.97320281
log phase,off,on,203.2162316,4.229985285,0.555825727,54.7783722,90.89238335,0.230334412,1.919804415,8.299029508
log phase,off,on,183.520456,3.43964448,0.428133714,68.94714501,106.7720417,0.249095979,1.824094271,7.820353732
log phase,off,on,215.6558032,4.26451066,0.588355534,45.5035368,76.81705358,0.223735913,2.018368385,9.385825349
log phase,off,on,201.0714629,3.769226062,0.424152166,65.10636851,90.82112343,0.24194063,1.772081673,7.798232806
log phase,on,on,172.4637841,3.942306803,0.601033865,28.38113804,103.2541671,0.163626137,2.254267275,10.33684701
log phase,on,on,131.3425585,3.29379963,0.712648814,50.86491793,110.4477211,0.256151944,1.892215091,10.29563108
log phase,on,on,152.8860436,3.28332439,0.465464765,44.55171348,91.57009526,0.265505748,2.369377397,10.78072981
log phase,on,on,156.6553682,3.475436339,0.770032535,37.05847923,122.0374488,0.253118039,2.129988299,11.35928757
stationary phase,off,off,137.0890132,22.68346139,0.609858316,21.00947308,42.15511867,0.231912847,1.208100283,2.847587467
stationary phase,off,off,136.8824744,19.2847643,0.706815869,22.88968029,45.0902199,0.247229847,1.59119303,2.964049809
stationary phase,off,off,114.9822852,22.04148233,0.643180672,17.13507169,56.4644927,0.19566756,1.607339128,3.123305366
stationary phase,off,off,138.2384292,21.67657318,0.87105982,18.20155804,43.80186524,0.17981644,1.516947714,2.954211404
stationary phase,on,off,89.85800185,15.92496911,0.406082996,16.56673215,23.77205724,0.38854701,0.946154668,4.664831909
stationary phase,on,off,89.26059544,17.46292429,0.414679097,16.61918811,24.98029941,0.365180078,0.711709888,4.017424903
stationary phase,on,off,80.21513889,19.84228235,0.472831553,13.67466054,32.13042482,0.269707838,0.816572587,3.099060243
stationary phase,on,off,103.8615559,22.01180766,0.425346601,12.75964428,22.18767067,0.395383914,0.604937389,5.065664092
stationary phase,off,on,122.8367769,24.1757476,0.680999416,12.32750139,43.9961465,0.182085405,2.010569705,3.193012827
stationary phase,off,on,99.888982,25.1458243,0.673362802,11.90320325,55.28663005,0.192046432,1.707018428,3.429934328
stationary phase,off,on,129.9200727,24.75258115,0.598917674,16.19234488,43.20170703,0.224755671,2.031816952,3.267492698
stationary phase,on,on,93.64374493,27.37849959,0.364163889,12.82414462,29.79024899,0.24728895,1.030559034,7.783944094
stationary phase,on,on,95.79165494,30.13748371,0.451713789,14.94868163,29.41353316,0.29382515,0.999883756,5.974746658
stationary phase,on,on,82.11096072,29.16908402,0.391909678,15.80909117,36.74748236,0.275137468,0.964700746,5.780697077
stationary phase,on,on,85.18457712,26.41930504,0.378153848,13.83320321,32.44699871,0.285660371,0.990500271,8.010864557
log phase,off,off,205.7461834,5.521295014,0.273366883,87.35117238,68.79619021,0.148505903,1.83285986,7.647721765
log phase,off,off,185.8973375,4.224877256,0.367026831,57.80542072,89.77799988,0.220672296,1.641559388,7.41078469
log phase,off,off,196.3026833,5.004247038,0.472996063,44.21907464,79.91144007,0.2102866,1.837927558,9.068013324
log phase,off,off,192.7803991,4.859349294,0.28621665,85.84927977,69.15626448,0.192701312,1.647320932,7.273630999
log phase,on,off,152.2428217,3.120338301,0.406901592,59.17912816,79.02682667,0.278520876,1.817045065,10.86893067
log phase,on,off,191.9774437,3.864105821,0.514851102,26.80181815,108.7605126,0.200936353,2.279280669,10.58592068
log phase,on,off,190.201301,3.846815055,0.459693862,44.20273241,89.03544281,0.216893035,2.148156716,11.23916934
log phase,on,off,149.0581801,3.222887768,0.414005949,58.66500724,74.9568666,0.198063912,1.581235626,10.74222541
log phase,off,on,195.9718628,4.417273702,0.274170173,73.41648257,86.20565425,0.156389403,1.849537164,8.557546242
log phase,off,on,197.108059,3.562060868,0.652677118,56.60401419,105.1153675,0.372293543,1.918071531,9.926206756
log phase,off,on,196.2802721,3.539499661,0.348728654,58.19930846,85.97079039,0.17571117,1.790804671,9.353707619
log phase,off,on,204.0557191,4.152762341,0.274257372,73.32776063,81.79004403,0.141772973,1.641626272,8.313093118
log phase,on,on,202.2850627,3.414421691,0.3718458,33.9636751,82.54841784,0.263302207,1.58263434,11.65479389
log phase,on,on,172.4684798,3.430184675,0.30965783,36.67635596,105.9355734,0.164015352,1.678471829,11.11256782
log phase,on,on,173.401652,2.663213038,0.592044178,45.61636882,95.06212459,0.21787607,1.414358073,12.32193029
log phase,on,on,187.227487,2.572957655,0.440336719,53.41068415,89.39247723,0.245008719,1.449830838,10.6174432
stationary phase,off,off,133.949102,26.02804051,0.658982364,22.97109585,50.37160008,0.195010663,1.590051538,2.989047298
stationary phase,off,off,140.0588952,18.82426205,0.856374048,19.98953452,44.85120883,0.207375413,1.595487175,3.007777289
stationary phase,off,off,118.71215,21.92054894,0.759262701,18.17738977,51.29564278,0.251980232,1.287394004,2.87912846
stationary phase,off,off,135.3992434,22.67874085,0.710103087,22.92473303,45.49758826,0.138156551,1.857120101,3.454451359
stationary phase,on,off,70.12828225,9.532545998,0.271074009,9.080605925,26.38972491,0.491983293,0.585801495,8.131261398
stationary phase,on,off,61.11552137,7.629670386,0.352673084,7.574690364,32.07056403,0.486156598,0.564276934,9.233844331
stationary phase,on,off,70.51107297,7.820325706,0.544590414,6.611022391,28.51934012,0.765505242,0.311194522,9.571956031
stationary phase,off,on,128.0938186,24.12107105,0.934197219,16.94283405,42.40178356,0.133218855,1.83026394,3.212655251
stationary phase,off,on,113.383444,21.77383687,0.804071201,15.32935248,43.75749103,0.152883413,1.794400369,3.552567625
stationary phase,off,on,117.3711194,20.77219156,0.612658515,15.98934793,55.66691483,0.166790845,1.807740449,2.860662327
stationary phase,off,on,127.3042478,21.94031668,0.795311411,15.60462155,40.75467127,0.204984205,1.728981759,3.168867255
stationary phase,on,on,61.69151907,7.407235001,0.376202736,6.740805773,30.0105966,0.574172697,0.929612937,11.17253681
stationary phase,on,on,54.42985307,7.350531408,0.284967829,6.277297191,38.12472818,0.335583988,0.697580233,11.00525938
stationary phase,on,on,63.68105409,8.330152686,0.344309906,8.653595546,29.88350129,0.385384377,0.588018212,10.92004107
log phase,off,off,176.722339,4.844499614,0.452601019,35.93162767,113.976391,0.203238748,1.884140898,8.423272544
log phase,off,off,193.0494792,3.694556539,0.257641719,63.30014607,68.30669584,0.17635369,2.156665669,8.454836604
log phase,off,off,209.6200188,3.848459939,0.374578647,50.30678909,82.09826173,0.193451997,1.818803502,9.034952
log phase,off,off,194.9656579,4.074962231,0.370109296,69.21852685,81.71886901,0.156909081,1.568463178,8.105117235
log phase,on,off,195.7006894,3.982570909,0.698520705,43.06715587,109.1808485,0.252671287,1.651137443,10.76585009
log phase,on,off,211.6351338,3.912988566,0.453994947,41.1834264,75.07696457,0.253143851,1.632341384,10.58798867
log phase,on,off,207.7322141,3.66660351,0.603879766,42.85322776,90.57367368,0.128797731,1.737973469,10.32735541
log phase,on,off,187.0130156,3.293902635,0.414678814,57.59207515,90.2108297,0.229966464,1.742967459,10.11507941
log phase,off,on,176.9358171,3.550476785,0.410662569,77.62261723,94.79203654,0.178473165,2.0114085,8.802194914
log phase,off,on,229.816512,3.254256612,0.510264139,47.22207036,76.33905061,0.239479548,2.055081898,9.526203964
log phase,off,on,206.7365865,4.123094591,0.351626817,54.25361657,84.64840789,0.221844176,1.953279357,8.710029678
log phase,off,on,192.5006162,3.506287338,0.418512843,70.61070502,88.69973687,0.206656513,1.530561254,8.652684367
log phase,on,on,168.1664876,2.594616979,0.514923651,63.81815203,91.91193592,0.288472634,1.530058849,10.26985025
log phase,on,on,280.1332001,5.17367119,0.739977138,25.0328806,81.38518643,0.133291688,1.402952144,13.3550492
log phase,on,on,194.5802529,3.614478703,0.754403532,26.54555377,110.742107,0.192991688,1.705539829,9.854479528
log phase,on,on,208.5734735,3.254693065,0.590974917,46.16503773,91.52853627,0.193269515,1.512895788,10.49313907
stationary phase,off,off,118.7481119,21.87300532,0.755062761,21.11955218,49.54917633,0.1470667,1.431199102,2.442112452
stationary phase,off,off,108.4531563,21.7964667,0.793351498,19.73148224,59.84253407,0.253861442,1.273785263,2.939398548
stationary phase,off,off,132.7635305,21.39279874,0.736717186,19.26256492,45.07396807,0.181022514,2.290137995,3.111808718
stationary phase,off,off,125.3365534,21.51888867,0.537830942,19.39736902,47.05234444,0.034087126,1.693740619,3.236751716
stationary phase,on,off,82.29388094,5.819461297,0.399807913,4.421055073,41.99152116,0.206938274,2.47753983,4.853699178
stationary phase,on,off,90.69216928,6.037663239,0.329405971,5.533479932,41.31196687,0.171791044,2.263086246,3.749991264
stationary phase,on,off,82.03779954,18.12948126,0.428710341,6.016987235,44.49562061,0.15487575,0.836189312,3.56758177
stationary phase,off,on,113.8591621,21.28273435,0.719766984,15.6325787,49.46234975,0.212884141,1.892974475,3.003956171
stationary phase,off,on,102.902916,22.09166269,0.727415269,14.17494739,58.83362539,0.135793614,1.680801619,3.120655246
stationary phase,off,on,128.8811232,21.17423535,0.618246217,18.17179542,44.78587425,0.160297188,2.046903491,3.207503069
stationary phase,on,on,86.18849273,5.220711895,0.368762594,2.935985434,25.19785301,0.186306337,2.302282707,4.414492059
stationary phase,on,on,76.42762358,4.626805351,0.34921938,4.291970753,48.20519003,0.226116898,1.743130555,3.402217196
stationary phase,on,on,80.91166786,4.625419022,0.159017575,4.394667535,42.9849614,0.208621988,2.064502463,4.291618296
stationary phase,on,on,82.46178326,4.455176032,0.41240797,4.281149917,38.5145633,0.291699613,2.04365824,4.477755644
