lab,subid,trial_type,stimulus,trial_num,looking_time,total_trial_time,trial_error,trial_error_type,method,ra,age_days,trial_order,session_error,session_error_type,notes,second_session,lang_group,lang1,lang1_exposure,lang2,lang2_exposure,lang3,lang3_exposure,caregiver_seat,macarthur_ladder,parenta_gender,parenta_education,parentb_gender,parentb_education,preterm,days_preterm,prev_earinfection,curr_earinfection,hearing_vision,hearing_vision_info,cognitive_developmental,cognitive_developmental_info,sib1_age,sib1_gender,sib2_age,sib2_gender,sib3_age,sib3_gender,sib4_age,sib4_gender,tod,season,race_ethnicity,gender,lang4,lang4_exposure,bilingual_nae,bilingual_parenta_nae,bilingual_parentb_nae,bilingual_interview_lang,beard,ratype,childcare,visits,household_size,last_feed_min,last_sleep_min,termtime,popnum,popkm2,subid_unique
babylabbrookes,mb18,ADS,ADS5,10.0,5.6,,noerror,,Single Screen,N1,392.0,2.0,noerror,,0,N,Monolingual,English (USA & UK),100.0,,,,,caregiver,,F,16.0,M,16,term,,No,No,N,,N,,,,,,,,,,,,,M,,,,,,,no_beard,postgraduate,Family,,,,,,,,babylabbrookes:mb18
babylabutrecht,705,training,train1,-2.0,10.935618,13.971275,noerror,,HPP,YL,221.0,3.0,noerror,,,N,Monolingual,Dutch,100.0,,,,,caregiver,6.5,F,15.0,,12,term,-8.0,N,,N,,N,,5.0,F,4,F,,,,,915.0,Winter,,F,,,,,,,,undergrad,daycare,,,,,,,,babylabutrecht:705
lllliv,mb041,IDS,IDS7,13.0,9.643,16.009,,,Eyetracking,Rebecca,383.0,1.0,noerror,,looked behind sometimes for dad,N,monolingual,English,100.0,,,,,seat,,M,23,F,22,term,,No,No,N,,N,,,,,,,,,,1030,Fall,White british/ Irish,F,,,,,,,no_beard,undergraduate,,,,,,in session,,,lllliv:mb041
lcduleeds,mb02,ADS,ADS4,7.0,0.622,3.327,noerror,,eye-tracking,LM,419.0,2.0,noerror,,,N,monolingual,BritEnglish,100.0,,,,,caregiver,,F,17,M,14,term,,N,N,N,,N,,,,,,,,,,1130,Summer,WhiteBritish/Irish,M,,,,,,,no_beard,postgraduate,2 days with mother; 3 days with childminder,20,2,90.0,30.0,not in session,,,lcduleeds:mb02
cfnuofn,cfn007,IDS,IDS6,11.0,0.0,17.09,noerror,,Eyetracking,OliviaW,205.0,2.0,noerror,,Baby fussed out at end of experiment,Y,Monolingual,English,100.0,,,,,seat,,F,,M,,Term,0.0,no,no,no,,no,,,,,,,,,,1400.0,Summer,australian,M,,,,regularly,regularly,preferred,no_beard,postgraduate,,,,,,not in session,91822.0,78.0,cfnuofn:cfn007
ldlottawa,mbms11,IDS,IDS6,11.0,0.75166,5.79,noerror,,single screen,Angeline,101.0,2.0,noerror,,,N,Monolingual,English,100.0,,,,,Caregiver,,F,20,M,19,term,,N,N,N,N,N,N,3,F,,,,,,,,winter,,F,,,,,,,no_beard,postgraduate,,,,,,in session,,,ldlottawa:mbms11
weltentdeckerzurich,mb14207,IDS,IDS5,1.0,3.66,5.94,noerror,,Eyetracking,Leonie,429.0,3.0,error,child,child kicked the eyetracker and display with his feet. Eyetracker lost eye after 2-3 trials. Mother did not wear headphones but did not say anything,N,Bilingual,Swissgerman,66.0,English (Simbabwe),29.0,Highgerman,3.0,seat,,M,9,F,15,term,,N,N,N,,N,,5,F,3,F,,,,,1030,Winter,,M,Portuguese (Portugal),2.0,0.0,,,preferred,no_beard,undergraduate,stays at home,,,,,in session,367322.0,91.0,weltentdeckerzurich:mb14207
infantllmadison,mb028,IDS,IDS1,2.0,7.275,11.107,noerror,,HPP,SO,306.0,2.0,noerror,,baby fussed out on trial 13,N,monolingual,English,99.0,Spanish,1.0,,,caregiver,6.0,F,21.0,M,21.0,term,,Y,N,N,,N,,3,M,,,,,,,930.0,Summer,White,M,,,,,,,no_beard,other,,,,,,not in session,107029.0,52.0,infantllmadison:mb028
chosunbaby,h68o22,ADS,ADS7,4.0,3.078,3.078,noerror,,HPP,NAM,451.0,4.0,noerror,,,N,monolingual,Korean,100.0,,,,,caregiver,,F,16,M,16,term,,no,no,N,,N,,,,,,,,,,,Winter,Asian,F,,,,,,,no_beard,postgraduate,,,,,,,,,chosunbaby:h68o22
lppparisdescartes2,mb20ply,IDS,IDS4,12.0,1577.0,18.0,noerror,,HPP,,267.0,4.0,Noerror,,,N,monolingual,french,95.0,Chinese dialect,5.0,,,caregiver,,F,,M,,term,,yes,yes,no,,no,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,lppparisdescartes2:mb20ply
langlabucla,mb901,training,training,-2.0,18.446,19.006,noerror,,HPP,VM,296.0,1.0,noerror,,,N,monolingual,English,100.0,,,,,caregiver,,F,16,M,16,term,,N,N,N,,N,,,,,,,,,,,,Caucasian,M,,,,,,,,,,,,,,,,,langlabucla:mb901
irlconcordia,mb12s13,IDS,IDS6,11.0,,,error,"fussy, trial not watched",eyetracking,MM,396.0,2.0,noerror,,,N,monolingual,english,91.0,greek,9.0,,,caregiver,6.0,F,16.0,M,16.0,term,,N,N,N,,N,,3,M,,,,,,,1230.0,fall,european,F,,,91.0,regularly,regularly,preferred,,undergraduate,,,,,,in session,,,irlconcordia:mb12s13
bllumanitoba,1164,ADS,ADS1,1.0,14.687,18.216,error,experimenter error,HPP,Kelsey,394.0,2.0,noerror,,"Accidentally forgot to set up the perceptual before we started, so there was a thirty second delay at the beginning.",N,monolingual,English,90.0,French,5.0,Spanish,5.0,caregiver,7.0,F,17.0,M,12,term,,N,N,N,,N,,,,,,,,,,1030.0,Summer,Canadian,F,,,90.0,regularly,regularly,preferred,no_beard,undergraduate,Bay stayed at home with mom. The past week baby has started going to an English daycare.,,2.0,,,in session,199067.0,78.0,bllumanitoba:1164
bchdosu,mb0035,IDS,IDS6,13.0,2.448,4.448,noerror,,SingleScreen,YW,235.0,2.0,noerror,,good,N,Monolingual,English,100.0,,,,,caregiver,8.0,F,22.0,M,18.0,term,,No,No,N,,N,,,,,,,,,,,Spring,Caucasian,F,,,,,,,no_beard,postgraduate,,,3.0,,,in session,,,bchdosu:mb0035
babylabpotsdam,b6873,IDS,IDS8,16.0,13.66,16.182,noerror,,HPP,Nina,317.0,1.0,noerror,,at the end a bit uneasy,N,monolingual,German,95.0,English,5.0,,,caregiver,5.0,F,12.0,M,12,term,,N,N,N,,N,,19,F,16.0,F,,,,,11:00:00,spring,,M,,,,,,,no_beard,,,,,,,,,,babylabpotsdam:b6873
islnotredame,p27mb10,IDS,IDS4,8.0,0.944,2.95,noerror,,HPP,JH,389.0,2.0,noerror,,"RA is a full time lab manager, post-undergrad",N,monolingual,English,100.0,,,,,Caregiver,5.0,F,16.0,M,18.0,term,,N,N,N,,N,,2,F,5,F,7.0,F,,,1630.0,Summer,White,F,,,,,,,no_beard,other,,,5.0,,,not in session,,,islnotredame:p27mb10
lllliv,mbp1,IDS,IDS5,10.0,14.265,17.17,,,Eyetracking,Anna and Sam,574.0,1.0,noerror,,PILOT -Child ate food throughout the session,N,monolingual,English,100.0,,,,,caregiver,,F,20,M,21,term,,No,No,N,,N,,,,,,,,,,1430,Summer,White british/ Irish,F,,,,,,,no_beard,undergraduate,,,,,,not in session,,,lllliv:mbp1
minddevlabbicocca,mb06,ADS,ADS1,1.0,7374.0,9375.0,noerror,,SingleScreen,Stefania,190.0,2.0,noerror,,,N,Monolingual,Italian,100.0,,,,,caregiver,,F,18,M,13,term,,No,No,N,,N,,,,,,,,,,,,Caucasian,F,,,,,,,no_beard,postgraduate,,,,,,,,,minddevlabbicocca:mb06
bllumanitoba,2065,ADS,ADS3,6.0,5.663,7.663,noerror,,HPP,Mercedes,273.0,2.0,noerror,,,N,monolingual,English,100.0,,,,,caregiver,5.0,F,15.0,M,12,term,,N,N,N,,N,,,,,,,,,,1300.0,Winter,Caucasian,M,,,100.0,regularly,regularly,preferred,no_beard,undergraduate,Baby stays home with mom.,,2.0,,,in session,224617.0,77.0,bllumanitoba:2065
kyotobabylab,kbl004,ADS,ADS2,10.0,1.8,21.0,noerror,,Eyetracking,Mitsuhiko,254.0,4.0,noerror,,We used old stimuli (24 second version),N,Monolingual,Japanese,100.0,,,,,caregiver,,f,undergraduate school,m,Undergraduate school,term,,no,no,no,,no,,3,m,,,,,,,,,Asian,f,,,,,,,,,,,,,,,,,kyotobabylab:kbl004
babylabbrookes,mb92,ADS,ADS3,6.0,3.1,,noerror,,Single Screen,N1,108.0,2.0,noerror,,,N,Monolingual,English,100.0,,,,,caregiver,,F,17.0,M,20,term,,No,No,N,,N,,3,M,,,,,,,,,,M,,,,,,,no_beard,postgraduate,Family,,,,,,,,babylabbrookes:mb92
purdueinfantspeech,4310,ADS,ADS3,6.0,14.88,17.83,noerror,,HPP,GK,317.0,2.0,noerror,,,N,monolingual,English,100.0,,,,,caregiver,,F,16,M,12,PreTerm,33.0,0,No,N,,N,,10.43months,M,,,,,,,,,white,M,,,,,,,,Graduate,,,,,,,,,purdueinfantspeech:4310
ethosrennes,zd122,ADS,ADS8,16.0,,,error,too fussy,Eyetracking,Chloe,97.0,3.0,error,not enough data,crying before the end of the first block,N,monolingual,french,100.0,,,,,seat,,F,17,M,17,term,,N,N,N,,N,,4,F,1.5,M,,,,,1000.0,Spring,,F,,,,,,,no_beard,undergraduate,at home,,,1899-12-31 02:00:00,1899-12-31 00:30:00,,,,ethosrennes:zd122
bllumanitoba,1696,ADS,ADS4,7.0,18.259,18.259,noerror,,HPP,Mercedes,182.0,2.0,noerror,,"Mom took off headphones after warmup trial 1, but only for a few seconds. The study was not stopped.",N,monolingual,English,100.0,,,,,caregiver,6.0,F,18.0,M,18,term,,N,N,N,,N,,,,,,,,,,930.0,Winter,Caucasian,F,,,100.0,regularly,regularly,preferred,no_beard,undergraduate,Baby stays home with mom.,,2.0,,,in session,140735.0,77.0,bllumanitoba:1696
lscppsl,13lscppsl,IDS,IDS1,3.0,984.0,3988.0,noerror,,Eyetracking,Naomi,393.0,1.0,noerror,,Some trials longer than 18 sec,N,monolingual,french,100.0,,,,,caregiver,,F,20,M,15,term,,N,N,N,,N,,,,,,,,,,9h30,spring,,M,,,0.0,rarely,rarely,french,no_beard,postgraduate,"He is cared for by a nanny, together with a 3.5-month-old baby boy who lives on the same floor.",12,,2h00,2h30,in session,2642462.0,1932235.0,lscppsl:13lscppsl
babylablangessex,mb121503,ADS,ADS7,3.0,1.175,3.459,noerror,,Eyetracking,Ioana,425.0,3.0,noerror,,no problems,N,Monolingual,English,100.0,,,,,Seat,4.0,F,12.0,M,12,Preterm,2.0,no,no,no,,no,,,,,,,,,,,,,M,,,,,,,,undergraduate,,,,,,,,,babylablangessex:mb121503
babylabkingswood,mb8444,IDS,IDS2,10.0,11111.0,,No error,No error,HPP,JN,229.0,3.0,noerror,,,N,Monolingual,English,100.0,,,,,caregiver,,F,12.0,M,Not Answered,term,,No,No,No,No,No,No,,,,,,,,,,,Caucasian,M,,,,,,No,,,,,,,,,,,babylabkingswood:mb8444
kyotobabylab,kbl031,ADS,ADS1,5.0,7.71,21.0,noerror,,Eyetracking,Mitsuhiko,297.0,3.0,noerror,,We used old stimuli (51 second version),N,Monolingual,Japanese,100.0,,,,,caregiver,,f,undergraduate school,m,Undergraduate school,term,,no,no,no,,no,,3,m,,,,,,,,,Asian,m,,,,,,,,,,,,,,,,,kyotobabylab:kbl031
ldlottawa,mbms04,ADS,ADS2,10.0,0.6833,3.87,noerror,,single screen,Angeline,169.0,4.0,noerror,,,N,Monolingual,English,100.0,,,,,Caregiver,,F,22,M,20,term,,N,N,N,N,N,N,3,F,,,,,,,,winter,,M,,,,,,,no_beard,postgraduate,,,,,,in session,,,ldlottawa:mbms04
socialcogumiami,1110,ADS,ADS5,9.0,0.0,18.0,noerror,,Eyetracking,Roberto,98.0,1.0,noerror,,,N,Monolingual,English,90.0,Spanish,7.0,Arabic,3.0,caregiver,,M,12,F,14,preterm,14.0,No,No,N,,N,,7,M,,,,,,,,Spring,Hispanic,M,,,,,,,beard,undergraduate,,,,,,in session,,,socialcogumiami:1110
earlysocogfm,s49,ADS,ADS7,13.0,7.13,9.26,noerror,,ET,TF & EK,312.0,2.0,noerror,,baby moved around a lot,N,monolingual,english,100.0,,,,,caregiver,,F,bachelor’s degree,M,bachelor's degree,preterm,14.0,N,N,N,,N,,,,,,,,,,,fall,white,M,,,,,,,no_beard,undergraduate,,,,,,in,,,earlysocogfm:s49
trainorlab,s32,IDS,IDS6,14.0,3.1232,5.1262,error',"""procedure error""",HPP,Kristie,260.0,4.0,error,error in procedure,"Device for masking music broken, experimenter improvised and used own iphone and own music to mask",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,trainorlab:s32
babylablangessex,mb6916,IDS,IDS5,2.0,5.901,8.097,noerror,,Eyetracking,Olga,265.0,4.0,noerror,,grumbling,N,Monolingual,English,100.0,,,,,Seat,5.0,F,13.0,M,15,Preterm,7.0,no,no,no,,no,,,,,,,,,,,,,M,,,,,,,,undergraduate,,,,,,,,,babylablangessex:mb6916
purdueinfantspeech,4305,ADS,ADS8,15.0,15.66,17.83,noerror,,HPP,GK,368.0,1.0,0,,,N,monolingual,English,100.0,,,,,caregiver,,F,12,M,12,full,0.0,0,No,N,,N,,,,,,,,,,,,White,M,,,,,,,,Graduate,,,,,,,,,purdueinfantspeech:4305
cdcceu,mb38,ADS,ADS7,3.0,14.668,18.01667,noerror,,Eyetracking,"Mikolaj,Zsu",379.0,3.0,noerror,,"Mikolaj without beard. Zsu is a full-time employed RA, Mikolaj run the experiment. Zsu talked to the mum, gathered questionnaire data.",N,Monolingual,Hungarian,100.0,,,,,caregiver,,F,22,,,N,,N,N,N,,N,,,,,,,,,,1100.0,Winter,,M,,,0.0,,,preferred,no_beard,other,"With parent at home, and sometimes with grandparent (3*2hrs per week)",22,3.0,60,30,,,,cdcceu:mb38
ethosrennes,uc456,ADS,ADS7,13.0,1.95,8.95,noerror,,Eyetracking,Chloe,161.0,2.0,noerror,,4 training,N,monolingual,french,100.0,,,,,seat,,F,17,M,15,term,,N,N,N,,N,,2,M,,,,,,,1600.0,Spring,,F,,,,,,,no_beard,undergraduate,nanny 2.5 days per week,,,1899-12-31 04:00:00,1899-12-31 00:30:00,,,,ethosrennes:uc456
babylabkingswood,mb8524,ADS,ADS8,15.0,3252.0,,No error,No error,HPP,JN,213.0,4.0,noerror,,,N,Monolingual,English,100.0,,,,,caregiver,,F,16.0,M,16,term,,No,No,No,No,No,No,,,,,,,,,,,Caucasian,F,,,,,,No,,,,,,,,,,,babylabkingswood:mb8524
infantcoglablouisville,236097,ADS,ADS6,11.0,1.88,1.88,no error,,single screen,Kate,281.0,1.0,no error,,,N,monolingual,English,100.0,,0.0,0,0.0,caregiver,6.5,F,14.0,M,14.0,term,,N,N,N,,N,,5,F,7,M,13.0,,,,,,white,F,0,0.0,,,,,,,,,,,,,,,infantcoglablouisville:236097
chosunbaby,h01o01,,,5.0,,,error,experiment ended early,HPP,NAM,401.0,,error,experiment ended early,crying,N,monolingual,Korean,100.0,,,,,caregiver,,F,16,M,16,term,,no,no,N,,N,,,,,,,,,,,Summer,Asian,F,,,,,,,no_beard,postgraduate,,,,,,,,,chosunbaby:h01o01
infantcogubc,aw15,ADS,ADS2,10.0,0.9,5.07,noerror,,Eyetracking,Vivian,245.0,4.0,noerror,,Eye-tracker was on wall-mount,N,monolingual,English,90.0,Dutch,10.0,,,seat,,F,18.0,M,16.0,term,,N,N,N,,N,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,infantcogubc:aw15
bllumanitoba,4192,ADS,ADS4,12.0,4.287,6.286,noerror,,HPP,Kelsey,402.0,3.0,noerror,,"Very wiggly baby, but codable. Kept trying to push off of mom's lap.",N,monolingual,Canadian English,92.0,Newfoundland English,8.0,,,caregiver,7.0,F,18.0,M,16,term,,Y,N,N,,N,,9.0,F,,,,,,,1330.0,Summer,Canadian,F,,,92.0,regularly,rarely,preferred,no_beard,undergraduate,Baby stays home with mom.,,3.0,,,not in session,72654.0,78.0,bllumanitoba:4192
udssaarland,34,ADS,ADS-8,17.0,4.5595290661,8.9845411777,noerror,,SingleScreen,Exp2,434.0,1.0,noerror,,,N,monolingual,German,100.0,,,,,caregiver,5.0,F,9,M,9,term,,N,N,N,,N,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,udssaarland:34
musdevutm,mb10,training,train1,-2.0,15.178,17.846,noerror,,HPP,Maha,237.0,3.0,noerror,,,N,monolingual,English,100.0,,,,,caregiver,,F,14,M,14,term,,N,N,N,N,N,N,3,F,,,,,,,1230,Summer,,M,,,,,,,no_beard,undergraduate,,,,,,in session,263096.0,84.0,musdevutm:mb10
trainorlab,s25,ADS,ADS4,8.0,3.6947,5.6977,noerror',,HPP,Kristie,205.0,1.0,noerror,,"NA, note that there is no 24 - we accidentally skipped from 23 to 25.",N,Monolingual,English,100.0,,,,,caregiver,,F,18,M,13,term,,No,No,No,"Has history of hearing impariment from mom, she has freqeunt ear infections and tubes",N,,,,,,,,,,,Winter,,F,,,,,,,no_beard,undergraduate,,,,,,in session,,,trainorlab:s25
babylabplymouth,mb1102,ADS,ADS8,16.0,1.52,5.2,noerror,,HPP,Abbey,347.0,2.0,noerror,,,N,monolingual,english,100.0,,,,,caregiver,7.0,F,16.0,M,14,term,14.0,N,N,N,,N,,,,,,,,,,,Summer,british,M,,,,,,,no_beard,undergraduate,,,,,,not in session,,,babylabplymouth:mb1102
babylabshimane,105,ADS,ADS4,12.0,0.33,18.0,noerror,,Eyetracking,Ayumi,156.0,3.0,noerror,,,N,Monolingual,Japanese,100.0,,,,,caregiver,8.0,F,16.0,M,16,term,,N,N,N,,N,,2,M,,,,,,,,,Asian,M,,,,,,,,,,,,,,,,,babylabshimane:105
infantllmadison,mb096,training,training,-2.0,11.335,13.352,noerror,,HPP,MZ,194.0,2.0,noerror,,baby fussed out on trial 3,N,monolingual,English,100.0,,,,,caregiver,4.0,M,16.0,F,16.0,term,,N,N,N,,N,,,,,,,,,,1200.0,Fall,White,F,,,,,,,no_beard,graduate,,,,,,in session,2999.0,117.0,infantllmadison:mb096
cogdevlabbyu,p27,training,train2,-1.0,18.1,18.1,noerror,,eye-tracking,"Sage R., Joshua P.",136.0,3.0,noerror,,Trial 2,N,monolingual,English,100.0,,,,,caregiver,,F,16,M,16,N,,N,N,N,,N,,,,,,,,,,,,White,F,,,,,,,,,,,,,,,,,cogdevlabbyu:p27
baldwinlabuoregon,mb03,ADS,ADS-2,6.0,2.326793195,4.326820786,noerror,,single screen,JK,303.0,1.0,noerror,,Mom reported that masking music cut out midway through session. Not sure which trial. Review of the video confirms that mom was sitting behind and did not interact with infant at all during session nor did infant look at mom.,N,monolingual,English,95.0,Spanish,5.0,,,seat,,F,14.0,M,12,term,,N,N,N,,Y,Worried about eye contact when up close.,,,,,,,,,1330.0,Spring,,M,,,,,,,no_beard,graduate,,,,,,in session,,,baldwinlabuoregon:mb03
nusinfantlanguagecentre,mb035,IDS,IDS4,7.0,10.57,19.0,noerror,,powerpoint administration (not eye-tracking),shruthilaya R,394.0,1.0,noerror,,manually hand-coded; ppt administration,N,monolingual,english,95.0,mandarin,4.0,,,,,F,15.0,M,15.0,preterm,28.0,N,N,N,,N,,,,,,,,,,,,Chinese,F,,,,,,,,,,,,,,,,,nusinfantlanguagecentre:mb035
infantcoglablouisville,237621,ADS,ADS6,11.0,1.159,1.159,no error,,single screen,Nonah,350.0,1.0,no error,,infant was fussy/distracted but completed the task,N,monolingual,English,100.0,,0.0,0,0.0,caregiver,7.0,F,16.0,M,14.0,preterm,63.0,N,N,N,,N,,18,M,,,,,,,,,white,M,0,0.0,,,,,,,,,,,,,,,infantcoglablouisville:237621
babylabkingswood,mb8743,ADS,ADS5,10.0,4514.0,,No error,No error,HPP,AZ,397.0,4.0,noerror,,,N,Monolingual,English,100.0,,,,,caregiver,,F,15.0,M,19,term,,No,No,No,No,No,No,,,,,,,,,,,Caucasian,F,,,,,,No,,,,,,,,,,,babylabkingswood:mb8743
infantllmadison,mb098,ADS,ADS5,1.0,13.576,15.595,noerror,,HPP,SO,188.0,4.0,noerror,,parent also reports small amount of exposure to Spanish (~1%),N,monolingual,English,91.0,Hebrew,5.0,French,2.0,caregiver,6.0,F,16.0,,,term,,N,N,N,,N,,3,F,2,M,2.0,F,,,1030.0,Fall,White,M,Mandarin,2.0,,,,,no_beard,other,,,,,,in session,13985.0,84.0,infantllmadison:mb098
babylabbrookes,mb102,IDS,IDS4,11.0,5.312,,noerror,,Single Screen,N1,92.0,3.0,error,T.12-T.13 very fussy; stop at T.14,,N,Monolingual,English,100.0,,,,,caregiver,,F,18.0,M,20,term,,No,No,N,,N,,,,,,,,,,,,,F,,,,,,,no_beard,postgraduate,Family,,,,,,,,babylabbrookes:mb102
babylabplymouth,mb1006,training,training,-1.0,17.97,17.97,noerror,,HPP,Nicole,323.0,2.0,noerror,,very wriggly near end,N,monolingual,english,100.0,,,,,caregiver,3.0,F,17.0,M,13,term,21.0,N,N,N,,N,,10,,,,,,,,,Summer,british,F,,,,,,,no_beard,undergraduate,,,,,,not in session,,,babylabplymouth:mb1006
babylabbrookes,mb15,ADS,ADS1,5.0,18.0,,noerror,,Single Screen,N1,445.0,3.0,noerror,,Good,N,Monolingual,English,100.0,,,,,caregiver,,F,16.0,M,18,term,,No,No,N,,N,,,,,,,,,,,,,M,,,,,,,no_beard,postgraduate,Nursery 2 days,,,,,,,,babylabbrookes:mb15
musdevutm,mb17,ADS,ADS1,1.0,10.421,11.997,noerror,,HPP,Maha,240.0,2.0,error,"ended early, trial 13",fussy,N,monolingual,English,96.0,Italian,2.0,Portuguese,2.0,caregiver,,F,20,M,16,term,,N,N,N,N,N,N,3,F,,,,,,,1100,Summer,,M,,,,,,,no_beard,undergraduate,,,,,,in session,107183.0,84.0,musdevutm:mb17
infantcoglablouisville,234858,IDS,IDS2,4.0,12.6,12.6,noerror,,single screen,Kate,326.0,2.0,no error,,twins,N,monolingual,English,100.0,,0.0,0,0.0,caregiver,7.0,F,18.0,M,18.0,term,,N,N,N,,N,,,,,,,,,,,,white and middle eastern,M,0,0.0,,,,,,,,,,,,,,,infantcoglablouisville:234858
babylabpotsdam,b6871,IDS,IDS1,5.0,7.317,9.318,noerror,,SingleScreen,Katharina,329.0,4.0,noerror,,good,N,monolingual,German,98.0,English,2.0,,,caregiver,7.0,F,16.0,M,16,term,,N,N,N,,N,,,,,,,,,,11:30:00,spring,,M,,,,,,,no_beard,,,,,,,,,,babylabpotsdam:b6871
jmucdl,40008,IDS,IDS1,1.0,2.57,18.0,noerror,,Eyetracking,KVJ,332.0,1.0,noerror,,,N,monolingual,English,100.0,,0.0,,0.0,caregiver,,F,16.0,M,14.0,term,,Y,N,N,,N,,13,M,,,,,,,,,White,F,,0.0,,,,,,,,,,,,,,,jmucdl:40008
babylablmu,50,IDS,IDS2,4.0,3.22,18057.0,noerror,,Eyetracking,Anna,436.0,2.0,noerror,,,N,Monolingual,German,95.0,Greek,5.0,,,Caregiver,9.0,F,13,M,21,term,,No,No,N,,N,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,babylablmu:50
earlysocogfm,s36,IDS,IDS5,9.0,,,noerror,,ET,TF & LH,193.0,2.0,noerror,,,N,monolingual,english,99.0,spanish,1.0,,,caregiver,,F,bachelor’s degree,M,bachelor's degree,N,,N,N,N,,N,,4,M,2,M,,,,,,summer,asian,F,,,,,,,no_beard,undergraduate,,,,,,not in session,,,earlysocogfm:s36
infantstudiesubc,mbm23,ADS,ADS6,13.0,,,error,fuss out,Headturn,Alexis,199.0,4.0,noerror,,"stopped early; crying during Trial 9, Trial 11",N,Monolingual,English,100.0,,,,,Caregiver,,F,19.0,M,16.0,Term,,N,N,N,N,N,N,,,,,,,,,,,European,F,,,,,,,,Graduate,,,,,,,455773.0,68.0,infantstudiesubc:mbm23
babylabnijmegen,ba17912,IDS,IDS2,4.0,12.54,1454.0,noerror,,HPP,KM,307.0,2.0,noerror,,"baby maybe sick during testing, caregiver not blinded to stimuli (no headphones) because baby was afraid of her mother wearing these. Caregiver did NOT influence child behaviour during testing",N,monolingual,Dutch,100.0,,,,,caregiver,5.0,F,18.0,M,16.5,term,,N,N,N,,N,,,,,,,,,,1000,"fall,,",,F,,,,,,,,,,,,,,,,,babylabnijmegen:ba17912
ileap,e48s014,ADS,ADS1,5.0,3.327,3.327,noerror,,Preference,Tully,428.0,3.0,noerror,,,N,Monolingual,English,100.0,,,,,high chair,,F,22.0,M,22.0,Term,,no,,N,,N,,,,,,,,,,,,Caucasian,F,,,,,,,,undergraduate,,,,,,,,,ileap:e48s014
langlabucla,mb920,ADS,ADS-7,4.0,10.176,12.643,noerror,,HPP,VM,345.0,4.0,noerror,,,N,monolingual,English,90.0,Vietnamese,9.0,,,caregiver,,F,16,M,16,term,,N,N,N,,N,,,,,,,,,,,,Asian,M,,,,,,,,,,,,,,,,,langlabucla:mb920
lancaster,8mb03,training,train2,-1.0,8.45,18.0,noerror,,Eyetracking,Charlotte,228.0,3.0,error,pilot,fussy,n,monilingual,English UK,100.0,na,0.0,na,0.0,caregiver,,,17.0,,11,0,0.0,na,,na,na,,,,,,,,,,,,,White British,f,na,0.0,,,,,,,,,,,,,,,lancaster:8mb03
babylabumassb,mbpumb011152375,ADS,ADS5,2.0,14.9067,18.0067,noerror,,Eyetracking,MC,447.0,3.0,noerror,,,N,monolingual,English,100.0,,,,,caregiver,7.0,F,20.0,M,20,term,,Y,N,N,,N,,,,,,,,,,,,White/Not hispanic,M,,,,,,,,,,,,,,,,,babylabumassb:mbpumb011152375
udssaarland,80,IDS,IDS-6,15.0,0.0,2.0005311966,noerror,,SingleScreen,Exp2,309.0,3.0,noerror,,,N,monolingual,German,100.0,,,,,caregiver,7.0,F,18,M,18,term,,N,N,N,N,N,,2,M,,,,,,,,,,F,,,,,,,,,,,,,,,,,udssaarland:80
babylingoslo,os003,IDS,IDS1,6.0,2.99,9.76,noerror,,Eyetracking,Anna,257.0,3.0,noerror,,Some parents wrote down English (as 2. language exposure)  but did not specify percentage. When asked they said that the child heard some through the TV.,N,monolingual,Norwegian,100.0,English,,,,seat,,F,18.0,M,16,term,,N,N,N,,N,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,babylingoslo:os003
ldlottawa,mbms34,ADS,ADS8,15.0,1.133,4.17,error,Participant,single screen,Angeline,343.0,1.0,error,Participant,Infant is preterm and twin brother of MBMS35,N,Monolingual,English,100.0,,,,,Caregiver,,F,20,M,24,term,,N,N,N,N,N,N,0.93,M,,,,,,,,winter,,M,,,,,,,no_beard,postgraduate,,,,,,in session,,,ldlottawa:mbms34
ethosrennes,bu684,training,training,-1.0,8.24,18.28,noerror,,Eyetracking,Chloe,113.0,4.0,noerror,,,N,monolingual,french,100.0,,,,,seat,,F,14,M,12,term,,N,N,N,,N,,4,M,,,,,,,1030.0,Spring,,M,,,,,,,no_beard,undergraduate,at home,,,1899-12-31 00:30:00,1899-12-31 00:30:00,,,,ethosrennes:bu684
bllumanitoba,2566,IDS,IDS8,15.0,2.223,4.225,noerror,,HPP,Kelsey,174.0,2.0,noerror,,,N,monolingual,English,100.0,,,,,caregiver,7.0,F,16.0,M,16,term,,N,N,N,,N,,,,,,,,,,1300.0,Spring,White,F,,,100.0,regularly,regularly,preferred,no_beard,undergraduate,Baby stays home with mom.,,2.0,,,not in session,155101.0,79.0,bllumanitoba:2566
weescienceedinburgh,mb21,IDS,IDS4,7.0,2.33,4.74,noerror,,SingleScreen,Barbora,191.0,1.0,noerror,,great/focused participant,N,monolingual,English,100.0,,,,,caregiver,,F,18,M,17,term,,No,No,N,,N,,,,,,,,,,,,,Male,,,,,,,,,,,,,,,,,weescienceedinburgh:mb21
